Name,Type,mag,Const,_RAJ2000,_DEJ2000
I1621,,,Phe,16.6003,-46.7166
370,-,,Psc,16.6503,32.4166
372,***,,Psc,16.6753,32.4333
373,Gx,,Psc,16.7503,32.3000
374,Gx,14.0,Psc,16.7753,32.7666
375,Gx,16.0,Psc,16.7753,32.3500
I1620,Gx,14.0,Psc,16.7753,13.9667
I  75,Gx,15.0,Psc,16.8003,10.8500
379,Gx,12.6,Psc,16.8253,32.5166
380,Gx,12.5,Psc,16.8253,32.4833
382,Gx,14.0,Psc,16.8503,32.4000
383,Gx,11.9,Psc,16.8503,32.4166
384,Gx,13.0,Psc,16.8503,32.3000
385,Gx,12.9,Psc,16.8503,32.3166
406,Gx,12.0,Tuc,16.8503,-69.8832
I1619,Gx,15.0,Psc,16.8503,33.0666
386,Gx,14.1,Psc,16.8753,32.3666
387,Gx,,Psc,16.8753,32.3833
391,Gx,14.0,Cet,16.8753,0.9333
I1622,,,Cet,16.8753,-17.5000
I1623,,,Cet,16.9253,-17.4666
I1625,Gx,,Phe,16.9253,-46.8999
388,Gx,14.3,Psc,16.9503,32.3166
411,,,Tuc,16.9753,-71.7666
396,Gx,,Psc,17.0003,4.5333
390,Gx,,Psc,17.0253,32.4500
416,Gb,11.0,Tuc,17.0253,-72.3499
I  76,Gx,15.0,Cet,17.0503,-4.5333
I1627,Gx,,Phe,17.0503,-46.0999
381,OC,9.0,Cas,17.0753,61.5833
405,D*,,Phe,17.0753,-46.6666
419,Gb,10.0,Tuc,17.0753,-72.8832
I1630,Gx,,Phe,17.0753,-46.7499
392,Gx,14.0,Psc,17.1003,33.1166
394,Gx,15.0,Psc,17.1003,33.1333
389,Gx,15.0,And,17.1253,39.6999
397,Gx,15.0,Psc,17.1253,33.1000
393,Gx,13.0,And,17.1503,39.6666
I  77,Gx,,Cet,17.1753,-15.4166
398,Gx,15.0,Psc,17.2003,32.5000
I  78,Gx,,Cet,17.2003,-15.8500
I  79,Gx,,Cet,17.2003,-15.9500
I1628,Gx,,Scl,17.2003,-28.5833
I1631,Gx,,Phe,17.2003,-46.4833
422,,,Tuc,17.2253,-71.7666
I  80,Gx,,Cet,17.2253,-15.4000
399,Gx,14.0,Psc,17.2503,32.6166
400,-,,Psc,17.2503,32.7333
401,-,,Psc,17.2753,32.7666
I  82,Gx,,Cet,17.2753,-16.0000
402,-,,Psc,17.3003,32.8166
403,Gx,13.0,Psc,17.3003,32.7500
I  81,,,Cet,17.3003,-1.6833
I1644,,,Tuc,17.3003,-73.1999
I1641,,,Tuc,17.3253,-71.7666
404,Gx,10.1,And,17.3503,35.7166
I1629,Gx,16.0,Cet,17.3503,2.5667
409,Gx,,Scl,17.3753,-35.7999
413,Gx,16.0,Cet,17.3753,-2.8333
I1633,Gx,,Phe,17.4753,-45.9333
415,Gx,,Scl,17.5503,-35.4833
412,-,,Cet,17.5753,-20.0166
I  83,Gx,15.0,Cet,17.6253,1.6833
407,Gx,14.0,Psc,17.6503,33.1166
418,Gx,13.0,Scl,17.6503,-30.2166
I1632,,,Psc,17.6753,17.6833
408,Gx,,Psc,17.7253,33.1000
410,Gx,13.0,Psc,17.7503,33.1500
I1637,Gx,,Scl,17.7503,-30.4333
417,Gx,15.0,Cet,17.7753,-18.1666
I1634,,,Psc,17.7753,17.6500
I1635,,,Psc,17.7753,17.6500
414,Gx,14.0,Psc,17.8253,33.1000
423,Gx,14.0,Scl,17.8503,-29.2166
424,Gx,,Scl,17.8753,-38.0833
I  84,Gx,15.0,Cet,17.8753,1.6500
I1636,,,Psc,17.9003,33.3500
432,Gx,,Tuc,17.9503,-61.5332
I  85,,,Cet,17.9503,-0.4667
I1639,Gx,14.0,Cet,17.9503,-0.6500
I1649,Gx,,Phe,17.9503,-55.8499
I1640,Gx,15.0,Cet,17.9753,-0.6167
I1655,OC,,Tuc,17.9753,-71.3332
420,Gx,13.0,Psc,18.0253,32.1000
421,-,,Psc,18.0253,32.1500
434,Gx,13.0,Tuc,18.0503,-58.2499
I1643,Gx,15.0,Cet,18.0503,-0.4000
I1638,Gx,15.0,Psc,18.0753,33.3500
I1650,Gx,,Phe,18.0753,-50.3999
I1642,,,Psc,18.1003,15.7500
427,Gx,15.0,Scl,18.1253,-32.0499
I1645,,,Psc,18.1253,15.7333
I1660,,,Tuc,18.1503,-71.7499
I1662,OC,,Tuc,18.1503,-73.4499
I1646,Gx,15.0,Psc,18.1753,15.6833
426,Gx,14.0,Cet,18.2253,-0.2833
428,Gx,11.4,Cet,18.2253,0.9833
440,Gx,,Tuc,18.2253,-58.2832
425,Gx,13.0,And,18.2503,38.7999
429,Gx,14.0,Cet,18.2503,-0.3333
430,Gx,13.0,Cet,18.2753,-0.2500
I1647,Gx,15.0,And,18.3003,38.8833
438,Gx,,Scl,18.3503,-37.9333
I  86,Gx,,Cet,18.3753,-16.2333
I1651,,,Cet,18.3753,2.1000
I1648,,,Psc,18.4253,33.2166
439,Gx,13.0,Scl,18.4503,-31.7499
435,Gx,15.0,Cet,18.5003,2.0667
441,Gx,14.0,Scl,18.5003,-31.7833
I1657,Gx,,Scl,18.5253,-32.6499
I1663,,,Scl,18.5253,-32.6499
431,Gx,14.0,And,18.5503,33.7333
I  87,Gx,15.0,Cet,18.5753,0.7667
I1664,?,,Tuc,18.5753,-69.7999
437,Gx,14.0,Psc,18.6003,5.9333
454,Gx,,Phe,18.6003,-55.3999
456,Nb,,Tuc,18.6003,-73.2832
I  88,,,Cet,18.6253,0.8000
442,Gx,15.0,Cet,18.6503,-1.0167
460,C+N,,Tuc,18.7003,-72.2999
445,Gx,15.0,Cet,18.7253,1.9333
446,Gx,15.0,Psc,18.7253,4.1833
458,,,Tuc,18.7253,-71.5499
I1652,Gx,14.0,Psc,18.7503,31.9666
443,Gx,14.0,Psc,18.7753,33.3833
I1653,Gx,13.5,Psc,18.7753,33.3833
I1654,Gx,14.0,Psc,18.8003,30.2000
433,OC,,Cas,18.8253,60.1333
448,Gx,13.0,Cet,18.8253,-1.6167
450,Gx,12.1,Cet,18.8753,-0.8667
465,OC,,Tuc,18.8753,-73.3332
436,OC,8.8,Cas,18.9003,58.8166
447,Gx,14.0,Psc,18.9003,33.0666
I1656,,,Psc,18.9003,33.0833
I1658,,,Psc,18.9503,31.0833
444,Gx,14.0,Psc,18.9753,31.0833
455,Gx,14.0,Psc,19.0003,5.1833
449,Gx,14.3,Psc,19.0253,33.0833
I  89,Gx,,Psc,19.0253,4.3000
I1659,Gx,15.0,Psc,19.0253,30.3500
451,Gx,15.0,Psc,19.0503,33.0666
I1661,,,Psc,19.0503,33.0833
452,Gx,14.0,Psc,19.0753,31.0333
453,***,,Psc,19.0753,33.0833
I  90,Gx,14.0,Cet,19.1253,-7.9666
466,Gx,,Tuc,19.3003,-58.9166
461,Gx,,Scl,19.3253,-33.8333
I1667,,,Cet,19.4003,-17.1166
I1665,,,And,19.4253,34.7000
459,Gx,15.0,Psc,19.5003,17.5500
462,Gx,,Psc,19.5253,4.2333
I1666,,,Psc,19.6253,32.4666
I  91,,,Cet,19.6753,2.5500
I1668,Gx,16.0,Psc,19.7003,33.1833
463,Gx,15.0,Psc,19.7253,16.3166
464,Gx,,And,19.7503,34.9666
I  93,Gx,14.0,Cet,19.7503,-17.0666
I1674,,,Phe,19.7503,-50.6499
457,OC,6.4,Cas,19.7753,58.3333
467,Gx,11.9,Psc,19.8003,3.3000
I1670,,,Cet,19.8003,-16.8500
I  95,,,Cet,19.8253,-12.5666
469,Gx,15.0,Psc,19.8503,14.8833
484,Gx,,Tuc,19.9003,-58.5166
I1671,,,Cet,19.9003,-17.1000
470,Gx,11.9,Psc,19.9253,3.4167
468,Gx,15.0,Psc,19.9503,32.7833
471,Gx,14.0,Psc,19.9753,14.7833
473,Gx,13.0,Psc,19.9753,16.5500
I  92,Gx,15.0,Psc,19.9753,32.7666
475,Gx,,Psc,20.0003,14.8500
I  97,,,Psc,20.0003,14.8500
474,Gx,11.1,Psc,20.0253,3.4167
I  94,,,Psc,20.0253,32.7000
I1669,Gx,16.0,Psc,20.0253,33.2000
476,Gx,15.0,Psc,20.0503,16.0166
478,Gx,15.0,Cet,20.0503,-22.3666
482,Gx,,Phe,20.0753,-40.9499
I  96,,,Psc,20.0753,29.6666
472,Gx,14.0,Psc,20.1253,32.7166
I1672,Gx,14.0,Psc,20.1753,29.7000
I1673,,,Psc,20.2003,33.0166
480,,,Cet,20.2253,-9.8666
481,Gx,14.0,Cet,20.2503,-9.2000
I  98,Gx,15.0,Cet,20.2503,-12.6166
I1675,Gx,14.0,And,20.2503,34.2666
I1676,Gx,16.0,Psc,20.2503,30.2666
I1678,Gx,15.0,Psc,20.2503,5.5667
I1677,Gx,15.0,Psc,20.3003,33.2333
477,Gx,14.0,And,20.3253,40.4833
479,Gx,15.0,Psc,20.3253,3.8667
485,Gx,14.0,Psc,20.3503,7.0167
491,Gx,13.0,Scl,20.3503,-34.0499
I1681,Gx,15.0,Cet,20.3503,0.0833
487,Gx,14.0,Cet,20.4503,-16.3500
488,Gx,10.3,Psc,20.4503,5.2500
489,Gx,13.0,Psc,20.4503,9.2000
I1679,Gx,15.0,Psc,20.4503,33.4666
I1680,Gx,15.0,Psc,20.4753,33.3000
483,Gx,14.0,Psc,20.5003,33.5333
486,Gx,15.0,Psc,20.5253,5.4000
490,Gx,15.0,Psc,20.5253,5.3667
492,Gx,15.0,Psc,20.5503,5.4167
493,Gx,12.5,Cet,20.5503,0.9500
I1682,,,Psc,20.5503,33.2166
497,Gx,14.0,Cet,20.6003,-0.8833
I  99,Gx,15.0,Cet,20.6253,-12.9500
I1683,Gx,14.0,And,20.6503,34.4500
500,Gx,15.0,Psc,20.6753,5.4000
502,Gx,14.0,Psc,20.7003,9.0500
495,Gx,13.2,Psc,20.7253,33.4666
505,Gx,15.0,Psc,20.7253,9.4667
I 100,,,Cet,20.7253,-4.6500
I1684,,,Psc,20.7253,33.3833
494,Gx,14.0,Psc,20.7503,33.1833
I1685,Gx,13.0,Psc,20.7503,33.1833
499,Gx,12.0,Psc,20.8003,33.4666
I1686,,,Psc,20.8003,33.4333
496,Gx,14.0,Psc,20.8253,33.5500
498,Gx,16.0,Psc,20.8253,33.5000
501,Gx,15.0,Psc,20.8503,33.4500
509,Gx,15.0,Psc,20.8503,9.4333
I1687,Gx,16.0,Psc,20.8503,33.2833
I1688,,,Psc,20.8503,33.0666
503,Gx,15.0,Psc,20.8753,33.3500
504,Gx,14.0,Psc,20.8753,33.2166
511,Gx,15.0,Psc,20.8753,11.2833
506,-,,Psc,20.9003,33.2333
507,Gx,11.2,Psc,20.9253,33.2500
508,Gx,12.8,Psc,20.9253,33.2833
510,Gx,,Psc,20.9253,33.4333
513,Gx,13.0,And,20.9503,33.8166
I1689,Gx,15.0,Psc,20.9503,33.0666
I1690,Gx,15.0,Psc,20.9503,33.1666
526,Gx,,Scl,20.9753,-35.0499
512,Gx,14.0,And,21.0003,33.9166
527,Gx,,Scl,21.0003,-35.0999
I1693,Gx,,Cet,21.0003,-1.6500
514,Gx,11.9,Psc,21.0253,12.9167
516,Gx,14.0,Psc,21.0253,9.5500
I 101,Gx,15.0,Psc,21.0253,9.9333
518,Gx,14.0,Psc,21.0753,9.3333
I 102,Gx,16.0,Psc,21.1003,9.9000
519,Gx,,Cet,21.1253,-1.6333
I1691,,,Psc,21.1253,33.3833
515,Gx,14.0,Psc,21.1503,33.4833
520,Gx,11.2,Psc,21.1503,3.8000
521,Gx,13.0,Cet,21.1503,1.7333
534,Gx,,Scl,21.1503,-38.1166
I 103,Gx,15.0,Cet,21.1503,2.0333
I 104,D*,,Cet,21.1503,-1.4500
I1692,Gx,16.0,Psc,21.1503,33.2500
517,Gx,13.0,Psc,21.1753,33.4500
530,Gx,14.0,Cet,21.1753,-1.5833
I 105,Gx,16.0,Cet,21.1753,2.0833
I 106,,,Cet,21.1753,-1.5833
I 108,Gx,15.0,Cet,21.1753,-12.6333
522,Gx,14.0,Psc,21.2003,10.0000
524,Gx,10.6,Psc,21.2003,9.5333
525,Gx,14.0,Psc,21.2003,9.7000
I1694,Gx,15.0,Cet,21.2003,1.6000
I1696,Gx,,Cet,21.2253,-1.6167
I1708,,,Hyi,21.2253,-71.1832
I1695,,,Psc,21.2503,8.7333
544,Gx,,Scl,21.2753,-38.0833
546,Gx,,Scl,21.2753,-38.0499
I1697,Gx,15.0,Cet,21.2753,0.4500
I 107,Gx,15.0,Psc,21.3003,14.8833
I 109,Gx,15.0,Cet,21.3003,2.0667
523,Gx,14.0,And,21.3253,34.0333
532,Gx,14.0,Psc,21.3253,9.2667
539,Gx,14.0,Cet,21.3253,-18.1500
538,Gx,15.0,Cet,21.3503,-1.5500
I1698,,,Psc,21.3503,14.8500
I1699,,,Psc,21.3503,14.9500
528,Gx,13.0,And,21.3753,33.6833
533,Gx,13.0,Cet,21.3753,1.7667
535,Gx,15.0,Cet,21.3753,-1.4167
549,Gx,,Scl,21.3753,-38.2666
I1700,,,Psc,21.3753,14.8667
529,Gx,13.0,And,21.4253,34.7333
541,Gx,12.0,Cet,21.4253,-1.3833
543,Gx,13.3,Cet,21.4503,-1.3000
I1701,Gx,15.0,Psc,21.4503,18.1833
I 110,,,Psc,21.4753,33.5000
I1702,Gx,14.0,Psc,21.4753,16.6000
545,Gx,14.0,Cet,21.5003,-1.3333
547,Gx,12.3,Cet,21.5003,-1.3500
548,Gx,,Cet,21.5003,-1.2333
I 111,,,Psc,21.5003,33.4833
I 112,Gx,14.0,Psc,21.5003,11.4500
531,Gx,15.0,And,21.5753,34.7500
537,-,,And,21.5753,34.0833
I 114,Gx,16.0,Psc,21.5753,9.9333
536,Gx,13.0,And,21.6003,34.7166
I 113,,,Psc,21.6003,19.2000
I1703,Gx,,Cet,21.6003,-1.6333
542,Gx,15.0,And,21.6253,34.6833
557,Gx,15.0,Cet,21.6253,-1.6333
550,Gx,14.0,Cet,21.6753,2.0167
I1705,,,Cet,21.6753,-3.5000
I 116,,,Cet,21.7003,-4.9833
567,Gx,14.0,Cet,21.7253,-10.2500
I 115,Gx,14.2,Psc,21.7253,19.2166
I1704,,,Psc,21.7253,14.7167
540,Gx,,Cet,21.7753,-20.0333
563,Gx,14.0,Cet,21.7753,-18.6333
554,Gx,15.0,Cet,21.8003,-22.7166
555,Gx,15.0,Cet,21.8003,-22.7500
556,,,Cet,21.8003,-22.7000
I1706,Gx,,Psc,21.8003,14.7833
558,Gx,,Cet,21.8253,-1.9667
560,Gx,12.9,Cet,21.8503,-1.9167
I 117,*,,Cet,21.8503,-1.8667
551,Gx,13.0,And,21.9003,37.1833
I 118,,,Cet,21.9003,-5.0000
552,-,,Psc,21.9503,33.4666
553,-,,Psc,21.9503,33.4666
564,Gx,12.5,Cet,21.9503,-1.8833
568,Gx,,Scl,21.9753,-35.7166
I 119,Gx,,Cet,21.9753,-2.0500
I1709,Gx,,Scl,21.9753,-35.7166
561,Gx,14.0,And,22.0503,34.3166
565,Gx,15.0,Cet,22.0503,-1.3000
I 120,Gx,,Cet,22.0503,-1.9167
I 122,,,Cet,22.0503,-14.8333
562,Gx,15.0,And,22.1003,48.3833
I 121,Gx,14.0,Cet,22.1003,2.5167
572,Gx,,Scl,22.1503,-39.2999
I 123,Gx,15.0,Cet,22.2003,2.4500
I1707,,,Psc,22.2003,33.6000
576,Gx,,Phe,22.2253,-51.5999
566,Gx,14.0,Psc,22.2503,32.3500
570,Gx,14.0,Cet,22.2503,-0.9500
574,Gx,,Scl,22.2503,-35.5833
569,Gx,14.0,Psc,22.2753,11.1500
I 124,*,,Cet,22.3003,-1.9333
I 125,Gx,15.0,Cet,22.3253,-13.3000
559,OC,9.5,Cas,22.3753,63.2999
602,C+N,,Hyi,22.4003,-73.5499
583,Gx,15.0,Cet,22.4253,-18.3166
I 126,Gx,16.0,Cet,22.4503,-1.9833
I 127,Gx,,Cet,22.4503,-6.9833
571,Gx,15.0,Psc,22.4753,32.5166
578,Gx,10.9,Cet,22.6253,-22.6666
577,Gx,14.0,Cet,22.6753,-1.9833
580,,,Cet,22.6753,-2.0000
575,Gx,14.0,Psc,22.7003,21.4333
I1710,,,Psc,22.7003,21.4333
573,Gx,13.0,And,22.7253,41.2666
I1711,Gx,15.0,Psc,22.7253,17.1833
584,Gx,10.4,Cet,22.8253,-6.8666
I 128,Gx,14.0,Cet,22.8253,-12.6333
I1712,,,Cet,22.8503,-6.8666
I 130,,,Cet,22.8753,-15.5833
586,Gx,13.2,Cet,22.9003,-6.9000
I 129,Gx,14.0,Cet,22.9003,-12.6833
579,Gx,13.0,Tri,22.9253,33.6333
585,Gx,14.0,Cet,22.9253,-0.9167
582,Gx,13.0,Tri,22.9753,33.5000
597,Gx,,Scl,23.0503,-33.4833
593,Gx,14.0,Cet,23.0753,-12.3500
587,Gx,13.0,Tri,23.1253,35.3666
I1717,,,Hyi,23.1253,-67.5332
589,Gx,14.0,Cet,23.1503,-12.0333
588,Kt,,Tri,23.1753,30.6666
I1713,Gx,13.0,Tri,23.1753,35.3333
599,Gx,13.0,Cet,23.2003,-12.1833
I 141,Gx,14.0,Cet,23.2003,-14.8166
596,Gx,10.9,Cet,23.2253,-7.0333
I1714,,,Cet,23.2253,-13.5000
594,Gx,14.0,Cet,23.2503,-16.5333
I 138,Gx,15.0,Cet,23.2503,-0.7000
600,Gx,12.4,Cet,23.2753,-7.3166
581,OC,7.4,Cas,23.3003,60.6999
592,Kt,,Tri,23.3003,30.6500
I 131,Nb,,Tri,23.3003,30.7500
I 135,Nb,,Tri,23.3003,30.4666
I 136,Nb,,Tri,23.3003,30.5000
601,-,,Cet,23.3253,-12.2000
I 132,Nb,,Tri,23.3253,30.9500
I 133,Nb,,Tri,23.3253,30.8833
I 134,*,,Tri,23.3503,30.8833
591,Gx,14.0,And,23.3753,35.6833
595,Kt,,Tri,23.3753,30.7000
I1716,*,,Cet,23.3753,-12.3166
590,Gx,14.0,And,23.4003,44.9333
I 137,Nb,,Tri,23.4003,30.5166
I1715,Gx,14.0,Psc,23.4003,12.5667
I 139,*,,Tri,23.4253,30.4666
I 140,*,,Tri,23.4253,30.4833
598,Gx,5.7,Tri,23.4753,30.6500
617,Gx,15.0,Cet,23.4753,-9.7833
I 142,Nb,,Tri,23.4753,30.7500
612,Gx,13.2,Scl,23.5003,-36.4999
I 143,Nb,,Tri,23.5253,30.7833
607,,,Cet,23.5753,-7.4166
610,-,,Cet,23.5753,-20.1500
611,-,,Cet,23.5753,-20.1333
613,Gx,10.0,Scl,23.5753,-29.4166
603,***,,Tri,23.6003,30.1833
604,Kt,,Tri,23.6253,30.8000
619,Gx,,Scl,23.7003,-36.4666
606,Gx,14.0,Psc,23.7253,21.4333
623,Gx,,Scl,23.7503,-36.4833
605,Gx,14.0,And,23.7753,41.2666
615,Gx,11.5,Cet,23.7753,-7.3333
625,Gx,12.0,Phe,23.7753,-41.4333
643,Gb,13.0,Hyi,23.7752,-75.5499
626,Gx,,Scl,23.8003,-39.1333
608,Gx,14.0,Tri,23.8503,33.6833
630,Gx,,Scl,23.9003,-39.3499
624,Gx,14.0,Cet,23.9253,-10.0000
614,Gx,14.0,Tri,23.9503,33.7000
616,D*,,Tri,24.0003,33.7666
622,Gx,14.0,Cet,24.0003,0.6667
618,,,Tri,24.0753,33.4000
633,Gx,,Scl,24.1003,-37.2999
621,Gx,14.0,Tri,24.1753,35.5333
628,Gx,9.2,Psc,24.1753,15.7833
631,Gx,15.0,Psc,24.2003,5.8500
620,Gx,14.0,And,24.2503,42.3333
627,,,Tri,24.2753,33.5833
609,OC,11.0,Cas,24.3003,64.5499
632,Gx,13.0,Psc,24.3253,5.8833
646,Gx,,Hyi,24.3503,-64.9166
I1719,Gx,,Scl,24.4003,-33.9166
I 144,Gx,15.0,Cet,24.4253,-13.3166
634,Gx,14.0,Tri,24.5503,35.3833
635,-,,Cet,24.5753,-19.9333
I1718,,,Tri,24.6003,33.3500
641,Gx,,Phe,24.6753,-42.5166
648,Gx,14.0,Cet,24.6753,-17.8333
I 145,Gx,15.0,Cet,24.6753,0.7333
I 146,Gx,,Cet,24.6753,-17.8333
639,Gx,15.0,Scl,24.7253,-29.9166
644,Gx,,Phe,24.7253,-42.5833
642,Gx,14.0,Scl,24.7503,-29.8999
636,Gx,11.3,Cet,24.7753,-7.5166
640,Gx,15.0,Cet,24.8253,-9.3833
638,Gx,14.0,Psc,24.9003,7.2333
647,Gx,14.0,Cet,24.9503,-9.2166
649,Gx,15.0,Cet,25.0003,-9.2333
I 147,Gx,14.0,Cet,25.0003,-14.8666
645,Gx,14.0,Psc,25.0503,5.7333
629,-,,Cas,25.0753,72.8832
I1720,Gx,,Scl,25.1003,-28.9166
652,Gx,14.0,Psc,25.1753,7.9833
I1721,Gx,14.0,Psc,25.3503,8.5000
2573,Gx,13.5,Oct,25.4984,-89.3332
655,Gx,14.0,Cet,25.5003,-13.0666
658,Gx,14.0,Psc,25.5503,12.5833
650,Pl,12.0,Per,25.5753,51.5666
651,Pl,12.0,Per,25.5753,51.5833
653,Gx,14.0,And,25.6003,35.6500
656,Gx,13.0,Psc,25.6003,26.1500
I 148,,,Psc,25.6003,13.6500
I 149,Gx,14.0,Cet,25.6003,-16.3000
637,OC,8.2,Cas,25.7253,63.9999
660,Gx,10.8,Psc,25.7503,13.6333
I 150,Gx,15.0,Psc,25.7503,4.2000
I1722,Gx,,Scl,25.7503,-34.1833
I1723,Gx,,Psc,25.8003,8.8833
I1724,Gx,,Scl,25.8003,-34.2499
657,OC,,Cas,25.9253,55.8833
664,Gx,14.0,Psc,25.9503,4.2333
I 151,,,Psc,26.0003,13.2000
654,OC,6.5,Cas,26.0253,61.8833
I 152,,,Psc,26.0253,13.0333
659,OC,7.9,Cas,26.0503,60.6999
661,Gx,13.0,Tri,26.0503,28.7000
662,Gx,14.3,And,26.1253,37.6833
I 153,,,Psc,26.1503,12.6333
665,Gx,13.0,Psc,26.2003,10.4333
667,Gx,,Cet,26.2753,-22.9333
I1725,,,Psc,26.3003,21.7833
I 154,Gx,15.0,Psc,26.3253,10.6500
I1726,Gx,15.0,Psc,26.3253,4.6167
I 156,Gx,15.0,Psc,26.3753,10.5500
I 157,,,Psc,26.4253,12.8667
I 158,,,Cet,26.4753,-6.9333
663,OC,7.1,Cas,26.5003,61.2499
666,Gx,13.0,Tri,26.5003,34.3833
668,Gx,14.0,And,26.5753,36.4500
I 160,Gx,14.0,Cet,26.6003,-13.2500
I 159,Gx,16.0,Cet,26.6253,-8.6500
671,Gx,14.0,Ari,26.7253,13.1000
669,Gx,13.0,Tri,26.8003,35.5500
670,Gx,12.1,Tri,26.8503,27.8833
I 155,,,Cas,26.8753,59.7833
I1727,Gx,11.6,Tri,26.8753,27.3333
I1728,Gx,,For,26.9253,-33.5999
685,Gx,12.0,Eri,26.9503,-52.7833
690,Gx,14.0,Cet,26.9503,-16.7166
672,Gx,10.8,Tri,26.9753,27.4333
I1729,Gx,,For,26.9753,-26.8833
673,Gx,13.0,Ari,27.1003,11.5333
692,Gx,,Phe,27.1753,-48.6499
I 161,,,Psc,27.1753,10.3667
I 162,Gx,15.0,Psc,27.2253,10.5167
675,Gx,15.0,Ari,27.2503,13.0333
676,Gx,11.0,Psc,27.2503,5.9000
682,Gx,13.0,Cet,27.2503,-14.9833
686,Gx,13.0,For,27.2503,-23.8000
677,Gx,14.0,Ari,27.2753,13.0333
I 164,,,Cet,27.2753,-3.9167
674,-,,Ari,27.3003,22.3333
681,Gx,11.8,Cet,27.3003,-10.4333
I 163,Gx,14.0,Ari,27.3253,20.7000
I1734,Gx,,For,27.3253,-32.7499
678,Gx,13.0,Ari,27.3503,22.0000
696,Gx,,For,27.3503,-34.9166
683,Gx,15.0,Ari,27.4003,11.6833
698,Gx,,For,27.4003,-34.8333
679,Gx,12.4,And,27.4253,35.7833
680,Gx,13.0,Ari,27.4503,21.9666
689,Gx,15.0,For,27.4753,-27.4666
I1730,Gx,15.0,Ari,27.5003,21.9666
684,Gx,13.0,Tri,27.5503,27.6500
I 165,?,,Tri,27.5503,27.6333
I1731,Gx,,Tri,27.5503,27.2000
I1739,,,For,27.6003,-34.0499
693,Gx,14.0,Psc,27.6253,6.1500
I 168,,,Cet,27.6253,-8.5333
687,Gx,13.0,And,27.6503,36.3500
699,Gx,14.0,Cet,27.6503,-12.0500
I 169,,,Cet,27.6503,-12.6833
691,Gx,12.0,Ari,27.6753,21.7666
I1733,,,Tri,27.6753,33.1000
688,Gx,13.0,Tri,27.7003,35.2666
I1732,Gx,15.0,And,27.7003,35.9166
I1735,,,Tri,27.7253,33.1000
I1736,Gx,15.0,Ari,27.7253,18.3000
694,Gx,14.0,Ari,27.7503,22.0000
701,Gx,12.2,Cet,27.7753,-9.7000
I 167,Gx,,Ari,27.7753,21.9166
I1738,Gx,,Cet,27.7753,-9.7833
695,Gx,14.0,Ari,27.8003,22.5833
707,Gx,14.0,Cet,27.8003,-8.5000
697,Gx,13.0,Ari,27.8253,22.3500
702,Gx,14.0,Cet,27.8253,-4.0500
I1740,,,For,27.8253,-29.9499
I1737,,,And,27.9253,36.2500
706,Gx,13.0,Psc,27.9503,6.3000
I1741,Gx,14.0,Cet,27.9753,-16.7833
I 170,,,Cet,28.0003,-8.5333
700,Gx,15.0,And,28.0503,36.0666
711,Gx,14.0,Ari,28.1253,17.5000
I 166,OC,11.7,Cas,28.1253,61.8333
725,Gx,14.0,Cet,28.1503,-16.5166
704,Gx,14.0,And,28.1753,36.1000
703,Gx,15.0,And,28.2003,36.1500
705,Gx,14.0,And,28.2003,36.1333
708,Gx,15.0,And,28.2003,36.1666
709,Gx,15.0,And,28.2253,36.2166
716,Gx,,Ari,28.2253,12.5333
I1743,Gx,,Ari,28.2253,12.7167
710,Gx,14.0,And,28.2503,36.0333
720,Gx,10.2,Cet,28.2503,-13.7333
I1745,,,Cet,28.2503,-16.6666
712,Gx,14.0,And,28.3003,36.8000
715,,,Cet,28.3003,-12.8333
718,Gx,11.7,Psc,28.3003,4.2000
I1742,Gx,15.0,Ari,28.3003,22.7166
714,Gx,14.0,And,28.4003,36.2000
I1744,Gx,15.0,Ari,28.4003,19.8333
719,Gx,14.0,Ari,28.4253,19.8166
727,Gx,,For,28.4253,-35.8666
724,-,,For,28.4503,-23.8666
723,Gx,13.0,Cet,28.4753,-23.7666
717,Gx,14.0,And,28.5003,36.2166
729,D*,,For,28.5003,-35.8166
745,Gx,,Eri,28.5503,-56.6833
I1746,Gx,,Psc,28.5753,4.8000
754,Gx,,Eri,28.6003,-56.7666
756,Gx,15.0,Cet,28.6253,-16.7166
721,Gx,13.4,And,28.7003,39.3833
722,Gx,14.0,Ari,28.7003,20.6833
734,Gx,,Cet,28.7003,-17.0500
731,Gx,13.0,Cet,28.7253,-9.0166
I 172,Nb,,Cet,28.7253,0.8167
713,Gx,15.0,Cet,28.7753,-9.0833
728,***,,Psc,28.7753,4.2000
I 171,Gx,14.0,Tri,28.8003,35.2833
730,*,,Psc,28.8253,5.6167
726,Gx,14.0,Cet,28.9003,-10.8166
749,Gx,14.0,For,28.9003,-29.9499
758,Gx,,Cet,29.0003,-3.1000
I 173,Gx,,Cet,29.0003,1.2833
I1748,Gx,15.0,Ari,29.0253,17.6500
747,-,,Cet,29.0503,-9.4666
I1749,Gx,15.0,Psc,29.0503,6.7500
I 174,Gx,15.0,Psc,29.0753,3.7667
I 175,Nb,,Cet,29.0753,1.3333
733,Gx,,Tri,29.1003,33.0666
741,Gx,11.3,Psc,29.1003,5.6333
748,Gx,,Cet,29.1003,-4.4667
755,Gx,,Cet,29.1003,-9.0666
757,-,,Cet,29.1003,-8.9166
I1750,Gx,15.0,Psc,29.1003,4.0833
I1751,,,Psc,29.1003,5.6333
